pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,candidate1_4,candidate1_5,office2,candidate2_1,candidate2_2,candidate2_3,candidate2_4,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2
VANCE-20141104-Style022-NH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 9B,J. Henry Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style023-NH1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 9B,J. Henry Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style024-NH1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 9B,J. Henry Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style025-NH1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 9B,J. Henry Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style026-NH1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 9B,J. Henry Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style027-NV.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style028-NV.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style029-NV.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 9B,J. Henry Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style030-NV.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 9B,J. Henry Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style031-SCRK.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style032-SCRK.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style033-SH1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style034-SH1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style035-SH1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style036-SH2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style037-SH2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style038-SH2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style039-SH2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style040-WH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style041-WH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style042-WH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style043-WH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style044-WH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style045-WH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20141104-Style046-WH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20141104-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style010.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style011.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style014.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style015.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style017.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style019.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style020.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style021.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style022.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style023.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style025.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style026.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style027.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10C,Paul G. Gessner,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style028.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10C,Paul G. Gessner,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style029.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10C,Paul G. Gessner,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style030.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10C,Paul G. Gessner,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style031.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style032.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style033.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style034.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style035.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style036.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
WAKE-20141104-Style037.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style038.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC District Court Judge District 10,Kris D. Bailey,,,,,NC District Court Judge District 10,Michael J. Denning,,,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,,,,
WAKE-20141104-Style039.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2014-11-04.zip,NC Superior Court Judge District 10A,Paul C. Ridgeway,,,,,NC District Court Judge District 10,Kris D. Bailey,,,,NC District Court Judge District 10,Michael J. Denning,,NC District Court Judge District 10,Margaret P. Eagles,,NC District Court Judge District 10,Charles Gilliam,Craig Croom,NC District Court Judge District 10,Keith Gregory,,NC District Court Judge District 10,Ned W. Mangum,,NC District Court Judge District 10,Louis Meyer,Ronnie Ansley,NC District Court Judge District 10,"Vince Rozier, Jr.",,,,,,,
