pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,candidate1_4,candidate1_5,office2,candidate2_1,candidate2_2,candidate2_3,candidate2_4,candidate2_5,office3,candidate3_1,candidate3_2,candidate3_3,candidate3_4,candidate3_5,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2
GASTON-20181106-Style047-STANLEY_2-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GASTON-20181106-Style047-STANLEY_2-GEN.pdf,NC Superior Court Judge District 27A Seat 1,David A. Phillips,,,,,NC District Court Judge District 27A Seat 1,Craig Collins,,,,,NC District Court Judge District 27A Seat 2,Michael K. Lands,,,,,,,,,,,,,,,,,,,,,,
CLAY-20181106-Style001-BRASSTOWN-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CLAY-20181106-Style001-BRASSTOWN-GEN.pdf,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,,,,,,,
HERTFORD-20181106-Style007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HERTFORD-20181106-Style007-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20181106-Style002-BM08-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ONSLOW-20181106-Style002-BM08-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
PASQUOTANK-20181106-Style012-SALEM-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PASQUOTANK-20181106-Style012-SALEM-GEN.pdf,NC Superior Court Judge District 1 Seat 1,J. C. Cole,,,,,NC Superior Court Judge District 1 Seat 2,Jerry R. Tillett,,,,,NC District Court Judge District 1 Seat 1,Robert Parks Trivette,,,,,NC District Court Judge District 1 Seat 2,Eula E. Reid,,NC District Court Judge District 1 Seat 3,Meader Harriss,,,,,,,,,,,,,
ROBESON-20181106-Style065-STERLINGS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style065-STERLINGS-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
HAYWOOD-20181106-Style001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HAYWOOD-20181106-Style001-GEN.pdf,NC Superior Court Judge District 30B Seat 1,Bradley B. Letts,Mark Melrose,,,,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,
WAKE-20181106-Style048-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style048-GEN.pdf,NC District Court Judge District 10A Seat 1,Michael J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOKE-20181106-Style010-PHILIPPI-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HOKE-20181106-Style010-PHILIPPI-GEN.pdf,NC Superior Court Judge District 19D Seat 1,Michael (Mike) Stone,Gregory B. Thompson,,,,NC District Court Judge District 19D Seat 1,Warren McSweeney,,,,,NC District Court Judge District 19D Seat 2,Brian Godfrey,Regina M. Joe,Steve Bibey,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style058-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style058-GEN.pdf,NC District Court Judge District 10B Seat 1,Craig Croom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20181106-Style002-BANOAK-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CATAWBA-20181106-Style002-BANOAK-GEN.pdf,NC Superior Court Judge District 25B Seat 1,Nathaniel (Nathan) J. Poovey,,,,,NC District Court Judge District 25 Seat 1,David W. Aycock,,,,,NC District Court Judge District 25 Seat 2,Wes W. Barkley,,,,,NC District Court Judge District 25 Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 Seat 5,Amy Sigmon Walker,Scott M. Cranford,NC District Court Judge District 25 Seat 6,Clifton H. Smith,,NC District Court Judge District 25 Seat 7,Mark L. Killian,,,,
COLUMBUS-20181106-Style007-BUG_HILL_3-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/COLUMBUS-20181106-Style007-BUG_HILL_3-GEN.pdf,NC District Court Judge District 13 Seat 1,W. Fred Gore,,,,,NC District Court Judge District 13 Seat 2,William F. Fairley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20181106-Style027-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PITT-20181106-Style027-GEN.pdf,NC District Court Judge District 3A Seat 1,Mario E. Perez,Jarrette Pittman,Daniel Hines Entzminger,,,NC District Court Judge District 3A Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style054-SADDLETREE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style054-SADDLETREE-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style048-RENNERT-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style048-RENNERT-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
ROWAN-20181106-Style038-TRADING_FORD-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROWAN-20181106-Style038-TRADING_FORD-GEN.pdf,NC Superior Court Judge District 19C Seat 1,Anna Mills Wagoner,,,,,NC District Court Judge District 19C Seat 1,Kevin Eddinger,,,,,NC District Court Judge District 19C Seat 2,Beth Dixon,,,,,NC District Court Judge District 19C Seat 3,Charlie Brown,,NC District Court Judge District 19C Seat 4,James Randolph,,,,,,,,,,,,,
GUILFORD-20181106-Style001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style001-GEN.pdf,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20181106-Style023-SW19-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ONSLOW-20181106-Style023-SW19-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-20181106-Style006-HIGGINS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MCDOWELL-20181106-Style006-HIGGINS-GEN.pdf,NC District Court Judge District 29A Seat 1,Robert K. Martelle,,,,,NC District Court Judge District 29A Seat 2,Corey J. MacKinnon,Randy Pool,,,,NC District Court Judge District 29A Seat 3,Laura Anne Powell,,,,,,,,,,,,,,,,,,,,,,
VANCE-20181106-Style002-CC-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/VANCE-20181106-Style002-CC-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style011-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style011-GEN.pdf,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20181106-Style028-TROY_1-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MONTGOMERY-20181106-Style028-TROY_1-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IREDELL-20181106-Style002-BETHANY-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/IREDELL-20181106-Style002-BETHANY-GEN.pdf,NC District Court Judge District 22A Seat 1,Carole A. Hicks,Brantley Ostwalt,W. Carey Parker,Rob Young,"Daryl G. Davidson, Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20181106-Style026-BRICES_CREEK-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CRAVEN-20181106-Style026-BRICES_CREEK-GEN.pdf,NC Superior Court Judge District 3B Seat 1,Paul M. Quinn,,,,,NC Superior Court Judge District 3B Seat 2,John Nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOKE-20181106-Style002-ANTIOCH-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HOKE-20181106-Style002-ANTIOCH-GEN.pdf,NC Superior Court Judge District 19D Seat 1,Michael (Mike) Stone,Gregory B. Thompson,,,,NC District Court Judge District 19D Seat 1,Warren McSweeney,,,,,NC District Court Judge District 19D Seat 2,Brian Godfrey,Regina M. Joe,Steve Bibey,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style027-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style027-GEN.pdf,NC Superior Court Judge District 18D Seat 1,Gavin Reardon,William A. (Bill) Wood,,,,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style037-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style037-GEN.pdf,NC Superior Court Judge District 18A Seat 1,Lora Christine Cubbage,Mark T. Cummings,,,,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style028-LUMBERTON_5-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style028-LUMBERTON_5-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
HARNETT-20181106-Style011-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HARNETT-20181106-Style011-GEN.pdf,NC District Court Judge District 11 Seat 1,Joy Jones,,,,,NC District Court Judge District 11 Seat 2,Addie Rawls,,,,,NC District Court Judge District 11 Seat 3,Caron Stewart,,,,,,,,,,,,,,,,,,,,,,
HARNETT-20181106-Style001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HARNETT-20181106-Style001-GEN.pdf,NC District Court Judge District 11 Seat 1,Joy Jones,,,,,NC District Court Judge District 11 Seat 2,Addie Rawls,,,,,NC District Court Judge District 11 Seat 3,Caron Stewart,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-20181106-Style005-GLENWOOD-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MCDOWELL-20181106-Style005-GLENWOOD-GEN.pdf,NC District Court Judge District 29A Seat 1,Robert K. Martelle,,,,,NC District Court Judge District 29A Seat 2,Corey J. MacKinnon,Randy Pool,,,,NC District Court Judge District 29A Seat 3,Laura Anne Powell,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style060-WILSON_L-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style060-WILSON_L-GEN.pdf,NC Superior Court Judge District 7C Seat 1,"Walter H. Godwin, Jr.",,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
SAMPSON-20181106-Style007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/SAMPSON-20181106-Style007-GEN.pdf,NC Superior Court Judge District 4 Seat 1,"Albert D. Kirby, Jr.",Henry L. Stevens IV,,,,NC District Court Judge District 4 Seat 1,Paul A. Hardison,,,,,NC District Court Judge District 4 Seat 2,Sarah C. Seaton,,,,,,,,,,,,,,,,,,,,,,
PITT-20181106-Style011-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PITT-20181106-Style011-GEN.pdf,NC District Court Judge District 3A Seat 1,Mario E. Perez,Jarrette Pittman,Daniel Hines Entzminger,,,NC District Court Judge District 3A Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20181106-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/STANLY-20181106-Style006-GEN.pdf,NC District Court Judge District 20A Seat 1,William C. (Bill) Tucker,,,,,NC District Court Judge District 20A Seat 2,John R. Nance,,,,,NC District Court Judge District 20A Seat 3,Beverly Routh Spencer,Thai Vang,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style095-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style095-GEN.pdf,NC District Court Judge District 26B Seat 1,Matt Osman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20181106-Style001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PITT-20181106-Style001-GEN.pdf,NC District Court Judge District 3A Seat 1,Mario E. Perez,Jarrette Pittman,Daniel Hines Entzminger,,,NC District Court Judge District 3A Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20181106-Style016-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/STANLY-20181106-Style016-GEN.pdf,NC District Court Judge District 20A Seat 1,William C. (Bill) Tucker,,,,,NC District Court Judge District 20A Seat 2,John R. Nance,,,,,NC District Court Judge District 20A Seat 3,Beverly Routh Spencer,Thai Vang,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style085-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style085-GEN.pdf,NC Superior Court Judge District 26F Seat 1,Karen Eady-Williams,,,,,NC District Court Judge District 26F Seat 1,Tracy Hanna Hewett,,,,,NC District Court Judge District 26F Seat 2,Karen D. McCallum,Khalif Rhodes,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20181106-Style015-POLKVILLE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CLEVELAND-20181106-Style015-POLKVILLE-GEN.pdf,NC Superior Court Judge District 27B Seat 1,Forrest Donald Bridges,,,,,NC District Court Judge District 27B Seat 1,"Ali Paksoy, Jr.",Micah J. Sanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style049-WILSON_H-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style049-WILSON_H-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
HOKE-20181106-Style005-MCCAIN-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HOKE-20181106-Style005-MCCAIN-GEN.pdf,NC Superior Court Judge District 19D Seat 1,Michael (Mike) Stone,Gregory B. Thompson,,,,NC District Court Judge District 19D Seat 1,Warren McSweeney,,,,,NC District Court Judge District 19D Seat 2,Brian Godfrey,Regina M. Joe,Steve Bibey,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20181106-Style040-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CUMBERLAND-20181106-Style040-GEN.pdf,NC Superior Court Judge District 12A Seat 1,Claire V. Hill,,,,,NC District Court Judge District 12 Seat 1,Toni S. King,,,,,NC District Court Judge District 12 Seat 2,Robert J. Stiehl III,,,,,NC District Court Judge District 12 Seat 3,David H. Hasty,,NC District Court Judge District 12 Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 Seat 5,Cheri Siler-Mack,,NC District Court Judge District 12 Seat 6,April Smith,,NC District Court Judge District 12 Seat 7,Tal Baggett,Caitlin Evans,,,
MONTGOMERY-20181106-Style027-TROY_1-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MONTGOMERY-20181106-Style027-TROY_1-GEN.pdf,NC District Court Judge District 20A Seat 1,William C. (Bill) Tucker,,,,,NC District Court Judge District 20A Seat 2,John R. Nance,,,,,NC District Court Judge District 20A Seat 3,Beverly Routh Spencer,Thai Vang,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20181106-Style013-PEACHTREE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CHEROKEE-20181106-Style013-PEACHTREE-GEN.pdf,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20181106-Style006-BRADSHAW-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROWAN-20181106-Style006-BRADSHAW-GEN.pdf,NC Superior Court Judge District 19C Seat 1,Anna Mills Wagoner,,,,,NC District Court Judge District 19C Seat 1,Kevin Eddinger,,,,,NC District Court Judge District 19C Seat 2,Beth Dixon,,,,,NC District Court Judge District 19C Seat 3,Charlie Brown,,NC District Court Judge District 19C Seat 4,James Randolph,,,,,,,,,,,,,
WILSON-20181106-Style052-WILSON_I-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style052-WILSON_I-GEN.pdf,NC Superior Court Judge District 7C Seat 1,"Walter H. Godwin, Jr.",,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
CARTERET-20181106-Style027-STELLA-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CARTERET-20181106-Style027-STELLA-GEN.pdf,NC Superior Court Judge District 3B Seat 1,Paul M. Quinn,,,,,NC Superior Court Judge District 3B Seat 2,John Nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style047-RENNERT-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style047-RENNERT-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20181106-Style032-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CUMBERLAND-20181106-Style032-GEN.pdf,NC Superior Court Judge District 12C Seat 1,"James (Jim) Floyd Ammons, Jr.",,,,,NC Superior Court Judge District 12C Seat 2,Mary Ann Tally,,,,,NC District Court Judge District 12 Seat 1,Toni S. King,,,,,NC District Court Judge District 12 Seat 2,Robert J. Stiehl III,,NC District Court Judge District 12 Seat 3,David H. Hasty,,NC District Court Judge District 12 Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 Seat 5,Cheri Siler-Mack,,NC District Court Judge District 12 Seat 6,April Smith,,NC District Court Judge District 12 Seat 7,Tal Baggett,Caitlin Evans
WILSON-20181106-Style004-CROSSROADS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style004-CROSSROADS-GEN.pdf,NC Superior Court Judge District 7C Seat 1,"Walter H. Godwin, Jr.",,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20181106-Style022-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CUMBERLAND-20181106-Style022-GEN.pdf,NC Superior Court Judge District 12A Seat 1,Claire V. Hill,,,,,NC District Court Judge District 12 Seat 1,Toni S. King,,,,,NC District Court Judge District 12 Seat 2,Robert J. Stiehl III,,,,,NC District Court Judge District 12 Seat 3,David H. Hasty,,NC District Court Judge District 12 Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 Seat 5,Cheri Siler-Mack,,NC District Court Judge District 12 Seat 6,April Smith,,NC District Court Judge District 12 Seat 7,Tal Baggett,Caitlin Evans,,,
NEW_HANOVER-20181106-Style005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/NEW_HANOVER-20181106-Style005-GEN.pdf,NC Superior Court Judge District 5B Seat 1,G. Frank Jones,Tripp Watson,,,,NC District Court Judge District 5 Seat 1,Lindsey L. McKee,,,,,NC District Court Judge District 5 Seat 2,James H. Faison III,,,,,NC District Court Judge District 5 Seat 3,Melinda H. Crouch,,NC District Court Judge District 5 Seat 4,Chad E. Hogston,,,,,,,,,,,,,
UNION-20181106-Style010-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/UNION-20181106-Style010-GEN.pdf,NC Superior Court Judge District 20B Seat 1,Chris Bragg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style032-WILSON_B-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style032-WILSON_B-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
GRAHAM-20181106-Style004-WEST_WARD-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GRAHAM-20181106-Style004-WEST_WARD-GEN.pdf,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,,,,,,,
BLADEN-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/BLADEN-20181106-Style003-GEN.pdf,NC District Court Judge District 13 Seat 1,W. Fred Gore,,,,,NC District Court Judge District 13 Seat 2,William F. Fairley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style023-TOISNOT-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style023-TOISNOT-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
HYDE-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HYDE-20181106-Style003-GEN.pdf,NC Superior Court Judge District 2 Seat 1,"Wayland J. Sermons, Jr.",,,,,NC District Court Judge District 2 Seat 1,Sarah A. Homes,"Darrell B. Cayton, Jr.",,,,NC District Court Judge District 2 Seat 2,Regina R. Parker,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style045-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style045-GEN.pdf,NC Superior Court Judge District 18B Seat 1,Joe Craig,,,,,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
NORTHAMPTON-20181106-Style001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/NORTHAMPTON-20181106-Style001-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
