pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,candidate1_4,candidate1_5,office2,candidate2_1,candidate2_2,candidate2_3,candidate2_4,candidate2_5,office3,candidate3_1,candidate3_2,candidate3_3,candidate3_4,candidate3_5,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2
MECKLENBURG-20181106-Style092-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style092-GEN.pdf,NC Superior Court Judge District 26C Seat 1,Reggie E. McKnight,George Bell,Howard L. Clark III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20181106-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PITT-20181106-Style006-GEN.pdf,NC District Court Judge District 3A Seat 1,Mario E. Perez,Jarrette Pittman,Daniel Hines Entzminger,,,NC District Court Judge District 3A Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20181106-Style011-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/STANLY-20181106-Style011-GEN.pdf,NC District Court Judge District 20A Seat 1,William C. (Bill) Tucker,,,,,NC District Court Judge District 20A Seat 2,John R. Nance,,,,,NC District Court Judge District 20A Seat 3,Beverly Routh Spencer,Thai Vang,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20181106-Style082-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MECKLENBURG-20181106-Style082-GEN.pdf,NC Superior Court Judge District 26H Seat 1,Lou Trosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style068-UNION-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style068-UNION-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style069-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style069-GEN.pdf,NC Superior Court Judge District 10B Seat 1,"Vince Rozier, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style079-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style079-GEN.pdf,NC Superior Court Judge District 10B Seat 1,"Vince Rozier, Jr.",,,,,NC District Court Judge District 10B Seat 1,Craig Croom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUMBUS-20181106-Style017-FAIR_BLUFF-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/COLUMBUS-20181106-Style017-FAIR_BLUFF-GEN.pdf,NC District Court Judge District 13 Seat 1,W. Fred Gore,,,,,NC District Court Judge District 13 Seat 2,William F. Fairley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20181106-Style048-VIEWMONT_2-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CATAWBA-20181106-Style048-VIEWMONT_2-GEN.pdf,NC Superior Court Judge District 25B Seat 1,Nathaniel (Nathan) J. Poovey,,,,,NC District Court Judge District 25 Seat 1,David W. Aycock,,,,,NC District Court Judge District 25 Seat 2,Wes W. Barkley,,,,,NC District Court Judge District 25 Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 Seat 5,Amy Sigmon Walker,Scott M. Cranford,NC District Court Judge District 25 Seat 6,Clifton H. Smith,,NC District Court Judge District 25 Seat 7,Mark L. Killian,,,,
GASTON-20181106-Style016-ROBINSON_1-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GASTON-20181106-Style016-ROBINSON_1-GEN.pdf,NC Superior Court Judge District 27A Seat 1,David A. Phillips,,,,,NC District Court Judge District 27A Seat 1,Craig Collins,,,,,NC District Court Judge District 27A Seat 2,Michael K. Lands,,,,,,,,,,,,,,,,,,,,,,
PERSON-20181106-Style005-MT_TIRZAH-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PERSON-20181106-Style005-MT_TIRZAH-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style072-WILSON_Q-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style072-WILSON_Q-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20181106-Style001-ALARKA-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/SWAIN-20181106-Style001-ALARKA-GEN.pdf,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,,,,,,,
RANDOLPH-20181106-Style011-BACK_CREEK-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/RANDOLPH-20181106-Style011-BACK_CREEK-GEN.pdf,NC Superior Court Judge District 19B Seat 1,James P. (Jimmy) Hill,,,,,NC District Court Judge District 19B Seat 1,Sarah Neely Lanier,J. Brooke Schmidly,Andrew W. Davis,,,NC District Court Judge District 19B Seat 3,Lee Gavin,,,,,NC District Court Judge District 19B Seat 4,Scott Etheridge,,,,,,,,,,,,,,,,
HAYWOOD-20181106-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HAYWOOD-20181106-Style006-GEN.pdf,NC Superior Court Judge District 30B Seat 1,Bradley B. Letts,Mark Melrose,,,,NC District Court Judge District 30 Seat 1,Donna Forga,,,,,NC District Court Judge District 30 Seat 2,Leo J. Phillips,Kristina L. Earwood,,,,NC District Court Judge District 30 Seat 3,Roy Wijewickrama,,,,,,,,,,,,,,,,
COLUMBUS-20181106-Style020-NORTH_LEES-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/COLUMBUS-20181106-Style020-NORTH_LEES-GEN.pdf,NC District Court Judge District 13 Seat 1,W. Fred Gore,,,,,NC District Court Judge District 13 Seat 2,William F. Fairley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBESON-20181106-Style053-SADDLETREE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROBESON-20181106-Style053-SADDLETREE-GEN.pdf,NC District Court Judge District 16B Seat 1,Brooke Locklear Clark,,,,,NC District Court Judge District 16B Seat 2,"Jack Moody, Jr.",Vanessa Burton,,,,NC District Court Judge District 16B Seat 3,Angelica Chavis McIntyre,Dale Deese,,,,,,,,,,,,,,,,,,,,,
PITT-20181106-Style030-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PITT-20181106-Style030-GEN.pdf,NC District Court Judge District 3A Seat 1,Mario E. Perez,Jarrette Pittman,Daniel Hines Entzminger,,,NC District Court Judge District 3A Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20181106-Style020-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/PITT-20181106-Style020-GEN.pdf,NC District Court Judge District 3A Seat 1,Mario E. Perez,Jarrette Pittman,Daniel Hines Entzminger,,,NC District Court Judge District 3A Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style031-WILSON_A-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style031-WILSON_A-GEN.pdf,NC Superior Court Judge District 7C Seat 1,"Walter H. Godwin, Jr.",,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20181106-Style045-WEST_INNES-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROWAN-20181106-Style045-WEST_INNES-GEN.pdf,NC Superior Court Judge District 19C Seat 1,Anna Mills Wagoner,,,,,NC District Court Judge District 19C Seat 1,Kevin Eddinger,,,,,NC District Court Judge District 19C Seat 2,Beth Dixon,,,,,NC District Court Judge District 19C Seat 3,Charlie Brown,,NC District Court Judge District 19C Seat 4,James Randolph,,,,,,,,,,,,,
GRANVILLE-20181106-Style018-SALEM-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GRANVILLE-20181106-Style018-SALEM-GEN.pdf,NC Superior Court Judge District 9 Seat 1,Steven E. Hight,Paul Ross,Lawrence Tickle,John Dunlow,,NC Superior Court Judge District 9 Seat 2,Cindy Sturges,Mitchell Styers,Carolyn J. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style006-GEN.pdf,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVERY-20181106-Style001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/AVERY-20181106-Style001-GEN.pdf,NC Superior Court Judge District 24 Seat 1,Gary Gavenus,,,,,NC District Court Judge District 24 Seat 1,Larry Leake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style016-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style016-GEN.pdf,NC Superior Court Judge District 18D Seat 1,Gavin Reardon,William A. (Bill) Wood,,,,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20181106-Style011-COVE_CITY-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CRAVEN-20181106-Style011-COVE_CITY-GEN.pdf,NC Superior Court Judge District 3B Seat 1,Paul M. Quinn,,,,,NC Superior Court Judge District 3B Seat 2,John Nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20181106-Style064-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/GUILFORD-20181106-Style064-GEN.pdf,NC District Court Judge District 18 Seat 1,"H. Thomas (Tom) Jarrell, Jr.",,,,,NC District Court Judge District 18 Seat 2,Jonathan G. (Jon) Kreider,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITCHELL-20181106-Style002-BRADSHAW-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/MITCHELL-20181106-Style002-BRADSHAW-GEN.pdf,NC Superior Court Judge District 24 Seat 1,Gary Gavenus,,,,,NC District Court Judge District 24 Seat 1,Larry Leake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20181106-Style045-SWEETWATER-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CATAWBA-20181106-Style045-SWEETWATER-GEN.pdf,NC Superior Court Judge District 25B Seat 1,Nathaniel (Nathan) J. Poovey,,,,,NC District Court Judge District 25 Seat 1,David W. Aycock,,,,,NC District Court Judge District 25 Seat 2,Wes W. Barkley,,,,,NC District Court Judge District 25 Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 Seat 5,Amy Sigmon Walker,Scott M. Cranford,NC District Court Judge District 25 Seat 6,Clifton H. Smith,,NC District Court Judge District 25 Seat 7,Mark L. Killian,,,,
WAYNE-20181106-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAYNE-20181106-Style006-GEN.pdf,NC District Court Judge District 8 Seat 1,Beth Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20181106-Style038-SANDY_RIDGE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CATAWBA-20181106-Style038-SANDY_RIDGE-GEN.pdf,NC Superior Court Judge District 25B Seat 1,Nathaniel (Nathan) J. Poovey,,,,,NC District Court Judge District 25 Seat 1,David W. Aycock,,,,,NC District Court Judge District 25 Seat 2,Wes W. Barkley,,,,,NC District Court Judge District 25 Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 Seat 5,Amy Sigmon Walker,Scott M. Cranford,NC District Court Judge District 25 Seat 6,Clifton H. Smith,,NC District Court Judge District 25 Seat 7,Mark L. Killian,,,,
EDGECOMBE-20181106-Style008-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/EDGECOMBE-20181106-Style008-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
WAKE-20181106-Style094-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style094-GEN.pdf,NC District Court Judge District 10F Seat 1,Kris D. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABARRUS-20181106-Style001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CABARRUS-20181106-Style001-GEN.pdf,NC District Court Judge District 19A Seat 1,Christy E. Wilhelm,,,,,NC District Court Judge District 19A Seat 2,Michael G. Knox,Juanita Boger-Allen,James (Jim) DeMay,,,NC District Court Judge District 19A Seat 3,Darrin M. Gamradt,Steve Grossman,,,,NC District Court Judge District 19A Seat 4,Brent Cloninger,,,,,,,,,,,,,,,,
WAKE-20181106-Style084-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WAKE-20181106-Style084-GEN.pdf,NC Superior Court Judge District 10B Seat 1,"Vince Rozier, Jr.",,,,,NC District Court Judge District 10B Seat 1,Craig Croom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20181106-Style006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/BUNCOMBE-20181106-Style006-GEN.pdf,NC Superior Court Judge District 28 Seat 1,Marvin P. Pope,,,,,NC Superior Court Judge District 28 Seat 2,Alan Thornburg,,,,,NC District Court Judge District 28 Seat 1,Ward D. Scott,,,,,NC District Court Judge District 28 Seat 2,Julie M. Kepple,,NC District Court Judge District 28 Seat 3,Patricia Kaufmann Young,,NC District Court Judge District 28 Seat 4,Susan (Smitty) Dotson-Smith,,NC District Court Judge District 28 Seat 5,Ed Clontz,,,,,,,
CRAVEN-20181106-Style021-GRANTHAM_1A-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CRAVEN-20181106-Style021-GRANTHAM_1A-GEN.pdf,NC Superior Court Judge District 3B Seat 1,Paul M. Quinn,,,,,NC Superior Court Judge District 3B Seat 2,John Nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20181106-Style032-SCOTCH_IRISH-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROWAN-20181106-Style032-SCOTCH_IRISH-GEN.pdf,NC Superior Court Judge District 19C Seat 1,Anna Mills Wagoner,,,,,NC District Court Judge District 19C Seat 1,Kevin Eddinger,,,,,NC District Court Judge District 19C Seat 2,Beth Dixon,,,,,NC District Court Judge District 19C Seat 3,Charlie Brown,,NC District Court Judge District 19C Seat 4,James Randolph,,,,,,,,,,,,,
CUMBERLAND-20181106-Style013-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CUMBERLAND-20181106-Style013-GEN.pdf,NC District Court Judge District 12 Seat 1,Toni S. King,,,,,NC District Court Judge District 12 Seat 2,Robert J. Stiehl III,,,,,NC District Court Judge District 12 Seat 3,David H. Hasty,,,,,NC District Court Judge District 12 Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 Seat 5,Cheri Siler-Mack,,NC District Court Judge District 12 Seat 6,April Smith,,NC District Court Judge District 12 Seat 7,Tal Baggett,Caitlin Evans,,,,,,
CUMBERLAND-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CUMBERLAND-20181106-Style003-GEN.pdf,NC District Court Judge District 12 Seat 1,Toni S. King,,,,,NC District Court Judge District 12 Seat 2,Robert J. Stiehl III,,,,,NC District Court Judge District 12 Seat 3,David H. Hasty,,,,,NC District Court Judge District 12 Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 Seat 5,Cheri Siler-Mack,,NC District Court Judge District 12 Seat 6,April Smith,,NC District Court Judge District 12 Seat 7,Tal Baggett,Caitlin Evans,,,,,,
CRAVEN-20181106-Style016-ERNUL-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CRAVEN-20181106-Style016-ERNUL-GEN.pdf,NC Superior Court Judge District 3B Seat 1,Paul M. Quinn,,,,,NC Superior Court Judge District 3B Seat 2,John Nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HERTFORD-20181106-Style010-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/HERTFORD-20181106-Style010-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-20181106-Style043-WILSON_E-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILSON-20181106-Style043-WILSON_E-GEN.pdf,NC Superior Court Judge District 7B Seat 1,Lamont Wiggins,,,,,NC District Court Judge District 7 Seat 1,Pell Cooper,,,,,NC District Court Judge District 7 Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,
WILKES-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/WILKES-20181106-Style003-GEN.pdf,NC District Court Judge District 23 Seat 1,Robert (Rob) Crumpton,,,,,NC District Court Judge District 23 Seat 2,William (Bill) Brooks,,,,,NC District Court Judge District 23 Seat 3,David V. Byrd,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20181106-Style035-STEELE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/ROWAN-20181106-Style035-STEELE-GEN.pdf,NC Superior Court Judge District 19C Seat 1,Anna Mills Wagoner,,,,,NC District Court Judge District 19C Seat 1,Kevin Eddinger,,,,,NC District Court Judge District 19C Seat 2,Beth Dixon,,,,,NC District Court Judge District 19C Seat 3,Charlie Brown,,NC District Court Judge District 19C Seat 4,James Randolph,,,,,,,,,,,,,
FORSYTH-20181106-Style004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/FORSYTH-20181106-Style004-GEN.pdf,NC District Court Judge District 21 Seat 1,Denise S. Hartsfield,,,,,NC District Court Judge District 21 Seat 2,Lisa V. Menefee,,,,,NC District Court Judge District 21 Seat 3,Theodore (Ted) Kazakos,,,,,NC District Court Judge District 21 Seat 4,George A. Bedsworth,,,,,,,,,,,,,,,,
CRAVEN-20181106-Style031-FORT_TOTTEN-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/CRAVEN-20181106-Style031-FORT_TOTTEN-GEN.pdf,NC Superior Court Judge District 3B Seat 1,Paul M. Quinn,,,,,NC Superior Court Judge District 3B Seat 2,John Nobles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADKIN-20181106-Style003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/YADKIN-20181106-Style003-GEN.pdf,NC District Court Judge District 23 Seat 1,Robert (Rob) Crumpton,,,,,NC District Court Judge District 23 Seat 2,William (Bill) Brooks,,,,,NC District Court Judge District 23 Seat 3,David V. Byrd,,,,,,,,,,,,,,,,,,,,,,
COLUMBUS-20181106-Style012-CHADBOURN-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/COLUMBUS-20181106-Style012-CHADBOURN-GEN.pdf,NC District Court Judge District 13 Seat 1,W. Fred Gore,,,,,NC District Court Judge District 13 Seat 2,William F. Fairley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20181106-Style014-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2018-11-06/FORSYTH-20181106-Style014-GEN.pdf,NC District Court Judge District 21 Seat 1,Denise S. Hartsfield,,,,,NC District Court Judge District 21 Seat 2,Lisa V. Menefee,,,,,NC District Court Judge District 21 Seat 3,Theodore (Ted) Kazakos,,,,,NC District Court Judge District 21 Seat 4,George A. Bedsworth,,,,,,,,,,,,,,,,
