pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,office10,candidate10_1,office11,candidate11_1,office12,candidate12_1,office13,candidate13_1
WAYNE-20241105-SAMPLE-E-B0008-05_05_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0008-05_05_01.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0016.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0002.pdf,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,,,,
MACON-20241105-SAMPLE-V-B0010-10_FLATS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MACON-20241105-SAMPLE-V-B0010-10_FLATS.pdf,NC Superior Court Judge District 43A Seat 1,Tessa Shelton Sellers,Republican Party,,NC District Court Judge District 43 Seat 2 Unexpired term ending 2027,Justin B. Greene,,NC District Court Judge District 43 Seat 4,Monica Hayes Leslie,Democratic Party,NC District Court Judge District 43 Seat 5,Kristy L. Parton,Republican Party,NC District Court Judge District 43 Seat 6,Kaleb Wingate,Republican Party,NC District Court Judge District 43 Seat 7,Virginia Hornsby,,,,,,,,,,,,,,,,
STANLY-20241105-SAMPLE-E-B0009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/STANLY-20241105-SAMPLE-E-B0009.pdf,NC Superior Court Judge District 28 Seat 1,Adam M. Elkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0034.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0034.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
FORSYTH-20241105-SAMPLE-E-B0070-123__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0070-123__03.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
ROWAN-20241105-SAMPLE-E-B0010-10_FAITH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ROWAN-20241105-SAMPLE-E-B0010-10_FAITH.pdf,NC District Court Judge District 27 Seat 5,Ashley Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0020.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0020.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
MECKLENBURG-20241105-SAMPLE-E-B0008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0008.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
GRAHAM-20241105-SAMPLE-E-B0004-WEST_WARD_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GRAHAM-20241105-SAMPLE-E-B0004-WEST_WARD_.pdf,NC Superior Court Judge District 43A Seat 1,Tessa Shelton Sellers,,,NC District Court Judge District 43 Seat 4,Monica Hayes Leslie,,NC District Court Judge District 43 Seat 5,Kristy L. Parton,,NC District Court Judge District 43 Seat 6,Kaleb Wingate,,NC District Court Judge District 43 Seat 7,Virginia Hornsby,,NC District Court Judge District 43 Seat 2 Unexpired term ending 2027,Justin B. Greene,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0046-22_22_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0046-22_22_01.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
ORANGE-20241105-SAMPLE-U-B0005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ORANGE-20241105-SAMPLE-U-B0005.pdf,NC District Court Judge District 18 Seat 2,Samantha Cabe,,,NC District Court Judge District 18 Seat 3,Hathaway S. Pendergrass,,NC District Court Judge District 18 Seat 4,Sherri Murrell,,NC District Court Judge District 18 Seat 5,Joal Hall Broun,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0019.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0019.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
BUNCOMBE-20241105-SAMPLE-E-B0014.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/BUNCOMBE-20241105-SAMPLE-E-B0014.pdf,NC District Court Judge District 40 Seat 6,Robin Leigh Merrell,,,NC District Court Judge District 40 Seat 7,Meredith Pressley Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0028-13_13_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0028-13_13_01.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0025.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0025.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
BUNCOMBE-20241105-SAMPLE-E-B0028.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/BUNCOMBE-20241105-SAMPLE-E-B0028.pdf,NC District Court Judge District 40 Seat 6,Robin Leigh Merrell,,,NC District Court Judge District 40 Seat 7,Meredith Pressley Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0031.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0031.pdf,NC Superior Court Judge District 24E Seat 1,Tonia A. Cutchin,,,NC District Court Judge District 24 Seat 12,Kelvin Smith,,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,NC District Court Judge District 24 Seat 7,Angela C. Foster,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis
FORSYTH-20241105-SAMPLE-E-B0170-905__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0170-905__03.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0162.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0162.pdf,NC Superior Court Judge District 10C Seat 1,Stephanie Davis,Becky Holt,Sean A. B. Cole,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,NC District Court Judge District 10A Seat 3,Cindy Kenney,,,,,,,,,,,,,,,,,,,,,,,,,
