pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,office10,candidate10_1,office11,candidate11_1,office12,candidate12_1,office13,candidate13_1
MECKLENBURG-20241105-SAMPLE-E-B0060.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0060.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
GASTON-20241105-SAMPLE-E-B0010-09_GRIER.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GASTON-20241105-SAMPLE-E-B0010-09_GRIER.pdf,NC Superior Court Judge District 38 Seat 3,Craig Collins,,,NC District Court Judge District 38 Seat 3,Donald Rice,,NC District Court Judge District 38 Seat 4,Holden B. Clark,,NC District Court Judge District 38 Seat 5,Angela G. Hoyle,,NC District Court Judge District 38 Seat 6,Ed Bogle,,NC District Court Judge District 38 Seat 7,Megan Shepard,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0056.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0056.pdf,NC District Court Judge District 10F Seat 2,Damion L. McCullers,,,NC District Court Judge District 10F Seat 3,Jim Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0042.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0042.pdf,NC Superior Court Judge District 10F Seat 1,Graham Shirley,Jennifer Bedford,,NC District Court Judge District 10F Seat 2,Damion L. McCullers,,NC District Court Judge District 10F Seat 3,Jim Black,,,,,,,,,,,,,,,,,,,,,,,,,
CHATHAM-20241105-SAMPLE-V-B0002-9_BONLEE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/CHATHAM-20241105-SAMPLE-V-B0002-9_BONLEE.pdf,NC District Court Judge District 18 Seat 2,Samantha Cabe,Democratic Party,,NC District Court Judge District 18 Seat 3,Hathaway S. Pendergrass,Democratic Party,NC District Court Judge District 18 Seat 4,Sherri Murrell,Democratic Party,NC District Court Judge District 18 Seat 5,Joal Hall Broun,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0059-28_28_09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0059-28_28_09.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0019.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0019.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0073-124__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0073-124__03.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
STANLY-20241105-SAMPLE-E-B0006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/STANLY-20241105-SAMPLE-E-B0006.pdf,NC Superior Court Judge District 28 Seat 1,Adam M. Elkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0025.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0025.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0031.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0031.pdf,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,,NC District Court Judge District 10A Seat 3,Cindy Kenney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20241105-SAMPLE-E-B0012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/STANLY-20241105-SAMPLE-E-B0012.pdf,NC Superior Court Judge District 28 Seat 1,Adam M. Elkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENDER-20241105-SAMPLE-E-B0005-GR06_GRADY.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/PENDER-20241105-SAMPLE-E-B0005-GR06_GRADY.pdf,NC Superior Court Judge District 6A Seat 1,R. Kent Harrell,,,NC District Court Judge District 6 Seat 5,J.H. Corpening II,,NC District Court Judge District 6 Seat 6,Richard Russell Davis,Richard (Ray) Kern,NC District Court Judge District 6 Seat 7,Jeffrey Evan Noecker,,NC District Court Judge District 6 Seat 8,Sandra Alice Ray,,NC District Court Judge District 6 Seat 9,Robin Wicks Robinson,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0007.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
MECKLENBURG-20241105-SAMPLE-E-B0013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0013.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
CAMDEN-20241105-SAMPLE-E-B0001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/CAMDEN-20241105-SAMPLE-E-B0001.pdf,NC District Court Judge District 1 Seat 4,Edgar L. Barnes,,,NC District Court Judge District 1 Seat 5,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20241105-SAMPLE-V-B0020-SF18.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ONSLOW-20241105-SAMPLE-V-B0020-SF18.pdf,NC District Court Judge District 5 Seat 10,Melissa Blizzard Stevens,,,NC District Court Judge District 5 Seat 3,Christopher J. Welch,Republican Party,NC District Court Judge District 5 Seat 4,Michael C. Surles,Republican Party,NC District Court Judge District 5 Seat 5,Robert H. Gilmore,Republican Party,NC District Court Judge District 5 Seat 6,"James L. (Jim) Moore, Jr.",Republican Party,NC District Court Judge District 5 Seat 7,William Shanahan,Republican Party,NC District Court Judge District 5 Seat 8,Billy Sutton,Republican Party,NC District Court Judge District 5 Seat 9,Walter Bateman,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0077-132__05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0077-132__05.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0066-112__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0066-112__03.pdf,NC Superior Court Judge District 31C Seat 1,Eric Morgan,,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,,,,,,,,,
HALIFAX-20241105-SAMPLE-U-B0006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HALIFAX-20241105-SAMPLE-U-B0006.pdf,NC District Court Judge District 7 Seat 1,W. Rob Lewis II,,,NC District Court Judge District 7 Seat 2,Teresa Raquel Robinson Freeman,Democratic Party,NC District Court Judge District 7 Seat 3,Takiya Lewis Blalock,,NC District Court Judge District 7 Seat 4,Jamal Summey,,,,,,,,,,,,,,,,,,,,,,
HAYWOOD-20241105-SAMPLE-E-B0001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HAYWOOD-20241105-SAMPLE-E-B0001.pdf,NC District Court Judge District 43 Seat 4,Monica Hayes Leslie,,,NC District Court Judge District 43 Seat 5,Kristy L. Parton,,NC District Court Judge District 43 Seat 6,Kaleb Wingate,,NC District Court Judge District 43 Seat 7,Virginia Hornsby,,NC District Court Judge District 43 Seat 2 Unexpired term ending 2027,Justin B. Greene,,,,,,,,,,,,,,,,,,,
ONSLOW-20241105-SAMPLE-V-B0017-NM13.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ONSLOW-20241105-SAMPLE-V-B0017-NM13.pdf,NC District Court Judge District 5 Seat 9,Walter Bateman,Republican Party,,NC District Court Judge District 5 Seat 10,Melissa Blizzard Stevens,,NC District Court Judge District 5 Seat 3,Christopher J. Welch,Republican Party,NC District Court Judge District 5 Seat 4,Michael C. Surles,Republican Party,NC District Court Judge District 5 Seat 5,Robert H. Gilmore,Republican Party,NC District Court Judge District 5 Seat 6,"James L. (Jim) Moore, Jr.",Republican Party,NC District Court Judge District 5 Seat 7,William Shanahan,Republican Party,NC District Court Judge District 5 Seat 8,Billy Sutton,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0016.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
WAYNE-20241105-SAMPLE-E-B0057-28_28_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0057-28_28_01.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0002.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
WAYNE-20241105-SAMPLE-E-B0054-26_26_07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0054-26_26_07.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
BUNCOMBE-20241105-SAMPLE-E-B0027.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/BUNCOMBE-20241105-SAMPLE-E-B0027.pdf,NC District Court Judge District 40 Seat 6,Robin Leigh Merrell,,,NC District Court Judge District 40 Seat 7,Meredith Pressley Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0179.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0179.pdf,NC District Court Judge District 10F Seat 2,Damion L. McCullers,,,NC District Court Judge District 10F Seat 3,Jim Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0030-054_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0030-054_.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0151.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0151.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0145.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0145.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0068-121__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0068-121__03.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
LENOIR-20241105-SAMPLE-E-B0022-V_VANCE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/LENOIR-20241105-SAMPLE-E-B0022-V_VANCE.pdf,NC Superior Court Judge District 9A Seat 1,Imelda J. Pate,,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
LEE-20241105-SAMPLE-E-B0010-PRECINCT_E2_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/LEE-20241105-SAMPLE-E-B0010-PRECINCT_E2_.pdf,NC District Court Judge District 12 Seat 10,Mary Howard Wells,,,NC District Court Judge District 12 Seat 11,Brian E. Lewis,,NC District Court Judge District 12 Seat 4,Jason H. Coats,,NC District Court Judge District 12 Seat 5,Jillian (Jill) Pope,,NC District Court Judge District 12 Seat 6,Craig James,,NC District Court Judge District 12 Seat 7,Terry F. Rose,,NC District Court Judge District 12 Seat 8,"Jimmy Love, Jr.",,NC District Court Judge District 12 Seat 9,Frank Wood,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0144.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0144.pdf,NC District Court Judge District 10B Seat 2,Ashleigh S. Parker,,,NC District Court Judge District 10B Seat 3,Julie Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0150.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0150.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20241105-SAMPLE-V-B0007-GB12.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ONSLOW-20241105-SAMPLE-V-B0007-GB12.pdf,NC District Court Judge District 5 Seat 9,Walter Bateman,Republican Party,,NC District Court Judge District 5 Seat 10,Melissa Blizzard Stevens,,NC District Court Judge District 5 Seat 3,Christopher J. Welch,Republican Party,NC District Court Judge District 5 Seat 4,Michael C. Surles,Republican Party,NC District Court Judge District 5 Seat 5,Robert H. Gilmore,Republican Party,NC District Court Judge District 5 Seat 6,"James L. (Jim) Moore, Jr.",Republican Party,NC District Court Judge District 5 Seat 7,William Shanahan,Republican Party,NC District Court Judge District 5 Seat 8,Billy Sutton,,,,,,,,,,
VANCE-20241105-SAMPLE-E-B0001-CC_CC_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/VANCE-20241105-SAMPLE-E-B0001-CC_CC_01.pdf,NC District Court Judge District 11A Seat 1,John W. Davis,,,NC District Court Judge District 11A Seat 2,Katherine Burnette,,NC District Court Judge District 11A Seat 3,Amanda Stevenson,,NC District Court Judge District 11A Seat 4,John Hoyte (J.) Stultz III,,NC District Court Judge District 11A Seat 5,Caroline S. Burnette,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0178.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0178.pdf,NC District Court Judge District 10F Seat 2,Damion L. McCullers,,,NC District Court Judge District 10F Seat 3,Jim Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20241105-SAMPLE-E-B0026.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/BUNCOMBE-20241105-SAMPLE-E-B0026.pdf,NC District Court Judge District 40 Seat 6,Robin Leigh Merrell,,,NC District Court Judge District 40 Seat 7,Meredith Pressley Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0012-06_06_07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0012-06_06_07.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0023-11_11_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0023-11_11_01.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0003.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
GUILFORD-20241105-SAMPLE-E-B0017.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0017.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
FORSYTH-20241105-SAMPLE-E-B0154-802_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0154-802_.pdf,NC Superior Court Judge District 31C Seat 1,Eric Morgan,,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0012.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
ONSLOW-20241105-SAMPLE-V-B0023-VR15.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ONSLOW-20241105-SAMPLE-V-B0023-VR15.pdf,NC District Court Judge District 5 Seat 9,Walter Bateman,Republican Party,,NC District Court Judge District 5 Seat 10,Melissa Blizzard Stevens,,NC District Court Judge District 5 Seat 3,Christopher J. Welch,Republican Party,NC District Court Judge District 5 Seat 4,Michael C. Surles,Republican Party,NC District Court Judge District 5 Seat 5,Robert H. Gilmore,Republican Party,NC District Court Judge District 5 Seat 6,"James L. (Jim) Moore, Jr.",Republican Party,NC District Court Judge District 5 Seat 7,William Shanahan,Republican Party,NC District Court Judge District 5 Seat 8,Billy Sutton,,,,,,,,,,
