pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1
CHEROKEE-20161108-Style014-RANGER.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CHEROKEE-20161108-Style014-RANGER.pdf,NC District Court Judge District 30,Richard K. Walker,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Tessa Shelton Sellers,Kimberly N. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style008-RIVER_BEND.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style008-RIVER_BEND.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Clinton D. Rowe,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,,,,,,,,,,,,,,
MECKLENBURG-20161108-Style080.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style080.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
MECKLENBURG-20161108-Style094.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style094.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
DURHAM-20161108-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/DURHAM-20161108-Style009.pdf,NC District Court Judge District 14,William A. (Drew) Marsh III,Shamieka LaCher Rhinehart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-20161108-Style017-WEST_MARION_7.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MCDOWELL-20161108-Style017-WEST_MARION_7.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20161108-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/BUNCOMBE-20161108-Style002.pdf,NC District Court Judge District 28,Andrea F. Dray,,,NC District Court Judge District 28,J. Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20161108-Style012-MURPHY_SOUTH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CHEROKEE-20161108-Style012-MURPHY_SOUTH.pdf,NC District Court Judge District 30,Richard K. Walker,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Tessa Shelton Sellers,Kimberly N. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style046-H.J._MACDONALD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style046-H.J._MACDONALD.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Clinton D. Rowe,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,,,,,,,,,,,,,,
BUNCOMBE-20161108-Style016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/BUNCOMBE-20161108-Style016.pdf,NC District Court Judge District 28,Andrea F. Dray,,,NC District Court Judge District 28,J. Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20161108-Style043.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style043.pdf,NC District Court Judge District 26,Kimberly Best-Staton,,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,Louis A. Trosch
HARNETT-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/HARNETT-20161108-Style001.pdf,NC District Court Judge District 11,Resson Faircloth,,,NC District Court Judge District 11,Paul A. Holcombe,LeVonda G. Wood,NC District Court Judge District 11,Jackie Lee,,NC District Court Judge District 11,"Jimmy L. Love, Jr.",,NC District Court Judge District 11,Frank Wood,,NC District Court Judge District 11,Mary Howard Wells,,NC District Court Judge District 11,O. Henry Willis,,NC District Court Judge District 11,"Robert W. Bryant, Jr.",,,,,,,,,,,,
GRANVILLE-20161108-Style004-BEREA.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GRANVILLE-20161108-Style004-BEREA.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
ROCKINGHAM-20161108-Style013-MOSS_STREET.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROCKINGHAM-20161108-Style013-MOSS_STREET.pdf,NC District Court Judge District 17A,James (Tony) Grogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20161108-Style057.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style057.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
ROWAN-20161108-Style015-WEST_KANNAPOLIS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style015-WEST_KANNAPOLIS.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20161108-Style018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style018.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
VANCE-20161108-Style037-WH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/VANCE-20161108-Style037-WH.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20161108-Style024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style024.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
WAYNE-20161108-Style013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style013.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
RANDOLPH-20161108-Style021-RANDLEMAN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/RANDOLPH-20161108-Style021-RANDLEMAN.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20161108-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style007.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
GUILFORD-20161108-Style030.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style030.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
CUMBERLAND-20161108-Style013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style013.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style007.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
YANCEY-20161108-Style011-PRICES_CREEK.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/YANCEY-20161108-Style011-PRICES_CREEK.pdf,NC Superior Court Judge District 24,Greg Horne,,,NC District Court Judge District 24,Hal G. Harrison,,NC District Court Judge District 24,Ted McEntire,,NC District Court Judge District 24,Joshua J. (Josh) Teague,Rebecca (Becca) Eggers-Gryder,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-20161108-Style013-NORTH_COVE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MCDOWELL-20161108-Style013-NORTH_COVE.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style006.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style044-GROVER_C._FIELDS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style044-GROVER_C._FIELDS.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Clinton D. Rowe,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style012.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20161108-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style006.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
CLEVELAND-20161108-Style018-SHELBY_5.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CLEVELAND-20161108-Style018-SHELBY_5.pdf,NC Superior Court Judge District 27B,Todd Pomeroy,,,NC District Court Judge District 27B,Larry J. Wilson,,NC District Court Judge District 27B,K. Dean Black,,NC District Court Judge District 27B,Jeannette Racquel Reeves,,NC District Court Judge District 27B,Meredith A. Shuford,Justin K. Brackett,,,,,,,,,,,,,,,,,,,,
GUILFORD-20161108-Style031.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style031.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
CRAVEN-20161108-Style038-GEORGE_STREET.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style038-GEORGE_STREET.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Clinton D. Rowe,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,,,,,,,,,,,,,,
GUILFORD-20161108-Style025.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style025.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
WAYNE-20161108-Style012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style012.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
GRANVILLE-20161108-Style013-CORINTH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GRANVILLE-20161108-Style013-CORINTH.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20161108-Style019.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style019.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
MECKLENBURG-20161108-Style056.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style056.pdf,NC District Court Judge District 26,Kimberly Best-Staton,,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,Louis A. Trosch
HARNETT-20161108-Style014.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/HARNETT-20161108-Style014.pdf,NC District Court Judge District 11,"Robert W. Bryant, Jr.",,,NC District Court Judge District 11,Resson Faircloth,,NC District Court Judge District 11,Paul A. Holcombe,LeVonda G. Wood,NC District Court Judge District 11,Jackie Lee,,NC District Court Judge District 11,"Jimmy L. Love, Jr.",,NC District Court Judge District 11,Frank Wood,,NC District Court Judge District 11,Mary Howard Wells,,NC District Court Judge District 11,O. Henry Willis,,,,,,,,,,,,
MECKLENBURG-20161108-Style042.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style042.pdf,NC District Court Judge District 26,Kimberly Best-Staton,,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,Louis A. Trosch
HAYWOOD-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/HAYWOOD-20161108-Style001.pdf,NC District Court Judge District 30,Monica Hayes Leslie,,,NC District Court Judge District 30,Tessa Shelton Sellers,Kimberly N. Carpenter,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20161108-Style017.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/BUNCOMBE-20161108-Style017.pdf,NC District Court Judge District 28,Andrea F. Dray,,,NC District Court Judge District 28,J. Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20161108-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/BUNCOMBE-20161108-Style003.pdf,NC District Court Judge District 28,Andrea F. Dray,,,NC District Court Judge District 28,J. Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITCHELL-20161108-Style005-HARRELL.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MITCHELL-20161108-Style005-HARRELL.pdf,NC Superior Court Judge District 24,Greg Horne,,,NC District Court Judge District 24,Hal G. Harrison,,NC District Court Judge District 24,Ted McEntire,,NC District Court Judge District 24,Joshua J. (Josh) Teague,Rebecca (Becca) Eggers-Gryder,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20161108-Style011-LAWNDALE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CLEVELAND-20161108-Style011-LAWNDALE.pdf,NC Superior Court Judge District 27B,Todd Pomeroy,,,NC District Court Judge District 27B,Larry J. Wilson,,NC District Court Judge District 27B,K. Dean Black,,NC District Court Judge District 27B,Jeannette Racquel Reeves,,NC District Court Judge District 27B,Meredith A. Shuford,Justin K. Brackett,,,,,,,,,,,,,,,,,,,,
DURHAM-20161108-Style008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/DURHAM-20161108-Style008.pdf,NC District Court Judge District 14,William A. (Drew) Marsh III,Shamieka LaCher Rhinehart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20161108-Style095.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style095.pdf,NC District Court Judge District 26,Kimberly Best-Staton,,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch,,NC District Court Judge District 26,Louis A. Trosch
TRANSYLVANIA-20161108-Style004-BREVARD_4.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/TRANSYLVANIA-20161108-Style004-BREVARD_4.pdf,NC District Court Judge District 29B,T. McAvoy (Mack) Brittain Jr.,,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,Emily Cowan,,NC District Court Judge District 29B,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20161108-Style081.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style081.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
HYDE-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/HYDE-20161108-Style001.pdf,NC District Court Judge District 2,Chris McLendon,,,NC District Court Judge District 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALIFAX-20161108-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/HALIFAX-20161108-Style006.pdf,NC District Court Judge District 6,Brenda Green Branch,,,NC District Court Judge District 6,Teresa Raquel Robinson Freeman,,NC District Court Judge District 6,Vershenia Ballance Moody,,NC District Court Judge District 6,Turner Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
DUPLIN-20161108-Style008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/DUPLIN-20161108-Style008.pdf,NC District Court Judge District 4,Henry L. Stevens IV,,,NC District Court Judge District 4,Anita R. Powers,William (Billy) Sutton,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,Michael C. Surles,Nathan Sweet,NC District Court Judge District 4,Carol Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,,,,,,,,,,,,,,,,,
