pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1
8GHYDE02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GHYDE03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GHYDE04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GIRED01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GIRED10.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 22A,Joe Crosswhite,,,DISTRICT COURT JUDGE DISTRICT 22A,Dale Graham,,DISTRICT COURT JUDGE DISTRICT 22A,Lynn Shuping Gullett,Christine Underwood,DISTRICT COURT JUDGE DISTRICT 22A,"Edward L. Hedrick, IV",,DISTRICT COURT JUDGE DISTRICT 22A,Deborah Brown,Peter A. Smith,,,,,,,,,,,,,,,,,,,,
8GJACK01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GJACK02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GJOHN01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 11,"Bob Bryant, Jr.",,,DISTRICT COURT JUDGE DISTRICT 11,Charles Bullock,Gary W. Ragland,DISTRICT COURT JUDGE DISTRICT 11,Resson O. Faircloth,,DISTRICT COURT JUDGE DISTRICT 11,Jackie Lee,,DISTRICT COURT JUDGE DISTRICT 11,"Jim Love, Jr.",,DISTRICT COURT JUDGE DISTRICT 11,Paul A. Holcombe,George R. Murphy,DISTRICT COURT JUDGE DISTRICT 11,R. Dale Stubbs,,DISTRICT COURT JUDGE DISTRICT 11,O. Henry Willis,,,,,,,,,,,,
8GJOHN02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 11,"Bob Bryant, Jr.",,,DISTRICT COURT JUDGE DISTRICT 11,Charles Bullock,Gary W. Ragland,DISTRICT COURT JUDGE DISTRICT 11,Resson O. Faircloth,,DISTRICT COURT JUDGE DISTRICT 11,Jackie Lee,,DISTRICT COURT JUDGE DISTRICT 11,"Jim Love, Jr.",,DISTRICT COURT JUDGE DISTRICT 11,Paul A. Holcombe,George R. Murphy,DISTRICT COURT JUDGE DISTRICT 11,R. Dale Stubbs,,DISTRICT COURT JUDGE DISTRICT 11,O. Henry Willis,,,,,,,,,,,,
8GJOHN03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 11,"Bob Bryant, Jr.",,,DISTRICT COURT JUDGE DISTRICT 11,Charles Bullock,Gary W. Ragland,DISTRICT COURT JUDGE DISTRICT 11,Resson O. Faircloth,,DISTRICT COURT JUDGE DISTRICT 11,Jackie Lee,,DISTRICT COURT JUDGE DISTRICT 11,"Jim Love, Jr.",,DISTRICT COURT JUDGE DISTRICT 11,Paul A. Holcombe,George R. Murphy,DISTRICT COURT JUDGE DISTRICT 11,R. Dale Stubbs,,DISTRICT COURT JUDGE DISTRICT 11,O. Henry Willis,,,,,,,,,,,,
8GJOHN04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 11,"Bob Bryant, Jr.",,,DISTRICT COURT JUDGE DISTRICT 11,Charles Bullock,Gary W. Ragland,DISTRICT COURT JUDGE DISTRICT 11,Resson O. Faircloth,,DISTRICT COURT JUDGE DISTRICT 11,Jackie Lee,,DISTRICT COURT JUDGE DISTRICT 11,"Jim Love, Jr.",,DISTRICT COURT JUDGE DISTRICT 11,Paul A. Holcombe,George R. Murphy,DISTRICT COURT JUDGE DISTRICT 11,R. Dale Stubbs,,DISTRICT COURT JUDGE DISTRICT 11,O. Henry Willis,,,,,,,,,,,,
8GJOHN05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GJONE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 4,"W.M. (Mac) Cameron, III",,,DISTRICT COURT JUDGE DISTRICT 4,"Louis F. Foy, Jr.",,DISTRICT COURT JUDGE DISTRICT 4,Andrew Jackson,Carol Jones,DISTRICT COURT JUDGE DISTRICT 4,"James L. (Jim) Moore, Jr.",Stephanie L. Villaver,DISTRICT COURT JUDGE DISTRICT 4,"Henry L. Stevens, IV",,DISTRICT COURT JUDGE DISTRICT 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,
8GJONE02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 4,"W.M. (Mac) Cameron, III",,,DISTRICT COURT JUDGE DISTRICT 4,"Louis F. Foy, Jr.",,DISTRICT COURT JUDGE DISTRICT 4,Andrew Jackson,Carol Jones,DISTRICT COURT JUDGE DISTRICT 4,"James L. (Jim) Moore, Jr.",Stephanie L. Villaver,DISTRICT COURT JUDGE DISTRICT 4,"Henry L. Stevens, IV",,DISTRICT COURT JUDGE DISTRICT 4,Leonard W. Thagard,,,,,,,,,,,,,,,,,,
8GLEEE01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 11,"Bob Bryant, Jr.",,,DISTRICT COURT JUDGE DISTRICT 11,Charles Bullock,Gary W. Ragland,DISTRICT COURT JUDGE DISTRICT 11,Resson O. Faircloth,,DISTRICT COURT JUDGE DISTRICT 11,Jackie Lee,,DISTRICT COURT JUDGE DISTRICT 11,"Jim Love, Jr.",,DISTRICT COURT JUDGE DISTRICT 11,Paul A. Holcombe,George R. Murphy,DISTRICT COURT JUDGE DISTRICT 11,R. Dale Stubbs,,DISTRICT COURT JUDGE DISTRICT 11,O. Henry Willis,,,,,,,,,,,,
8GLEEE02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 11,"Bob Bryant, Jr.",,,DISTRICT COURT JUDGE DISTRICT 11,Charles Bullock,Gary W. Ragland,DISTRICT COURT JUDGE DISTRICT 11,Resson O. Faircloth,,DISTRICT COURT JUDGE DISTRICT 11,Jackie Lee,,DISTRICT COURT JUDGE DISTRICT 11,"Jim Love, Jr.",,DISTRICT COURT JUDGE DISTRICT 11,Paul A. Holcombe,George R. Murphy,DISTRICT COURT JUDGE DISTRICT 11,R. Dale Stubbs,,DISTRICT COURT JUDGE DISTRICT 11,O. Henry Willis,,,,,,,,,,,,
8GLENO01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO04.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO06.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO08.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO09.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO10.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO11.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO12.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO13.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO14.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO15.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO16.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO17.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO18.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO19.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO20.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO21.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLENO22.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,SUPERIOR COURT JUDGE DISTRICT 8A,Paul L. Jones,,,DISTRICT COURT JUDGE DISTRICT 8,David B. Brantley,,DISTRICT COURT JUDGE DISTRICT 8,Lonnie Carraway,,DISTRICT COURT JUDGE DISTRICT 8,Timothy I. Finan,,DISTRICT COURT JUDGE DISTRICT 8,"Charles P. Gaylor, III",Chris Rogerson,DISTRICT COURT JUDGE DISTRICT 8,Les Turner,,,,,,,,,,,,,,,,,,
8GLINC01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 27B,Meredith A. Shuford,,,DISTRICT COURT JUDGE DISTRICT 27B,Larry J. Wilson,,DISTRICT COURT JUDGE DISTRICT 27B,K. Dean Black,,DISTRICT COURT JUDGE DISTRICT 27B,Anna F. (Dina) Foster,,,,,,,,,,,,,,,,,,,,,,,,
8GMACO01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GMACO02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 30,Richard K. Walker,,,DISTRICT COURT JUDGE DISTRICT 30,Richlyn D. Holt,,DISTRICT COURT JUDGE DISTRICT 30,Monica Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GMADI01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 24,Greg Horne,,,DISTRICT COURT JUDGE DISTRICT 24,R. Alexander (Alex) Lyerly,,DISTRICT COURT JUDGE DISTRICT 24,Ted McEntire,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GMART01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GMART02.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2008-11-04.zip,DISTRICT COURT JUDGE DISTRICT 2,Chris McLendon,,,DISTRICT COURT JUDGE DISTRICT 2,Michael A. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
